y1,y2,y3,location_1,location_2,location_3,scale_1,rho_12,scale_2,rho_13,rho_23,scale_3,df,x,x2
0.9263668,1.325447,3.1609454,0.0001004029,0.99925977,1.0,1.097653,0.6288021,0.6656165,0.35003582,0.008660527,1.9928015,11.788474,0.0034643838153699535,-2.964536050428811
-1.7304565,-0.86786526,0.6654912,0.00010447259,0.9992396,1.0,1.0976605,0.62885696,0.6656171,0.35003683,0.008777354,1.9929231,11.7883625,0.0035111220533111664,-2.9645172354172002
-2.9327986,-0.66236186,-2.2097788,0.00010634389,0.9992305,1.0,1.0976833,0.6288817,0.66562915,0.35005584,0.008830068,1.9930133,11.78628,0.003532210966248339,-2.96416596871404
-1.3985027,0.30533254,-0.884781,0.00010776561,0.9992236,1.0,1.097701,0.62890035,0.6656385,0.35007066,0.00886971,1.9930818,11.78466,0.0035480703631238786,-2.9638927681739773
0.6325081,0.5424762,1.1163033,0.00011804822,0.99917436,1.0,1.0977275,0.6290303,0.66564506,0.35008106,0.009146649,1.993385,11.783525,0.0036588640644755754,-2.963701248095588
-0.25481644,1.4450107,0.24116665,0.00013151328,0.9991119,1.0,1.0977491,0.62918955,0.665646,0.35008264,0.009486246,1.9937348,11.783356,0.0037947258629106306,-2.9636727412716617
0.49859238,0.7674168,1.6539507,0.00013487502,0.99909663,1.0,1.0977591,0.6292276,0.66564906,0.3500874,0.009567426,1.993827,11.782834,0.00382720380011059,-2.9635846281992357
-1.2946615,0.72103196,-0.42661452,0.00014455413,0.99905336,1.0,1.0978483,0.62933373,0.6656947,0.3501602,0.009793964,1.9941946,11.774932,0.003917836238911732,-2.962251154271896
0.85568357,1.4153705,0.6995585,0.0001705246,0.99894154,1.0,1.0979003,0.629597,0.6657046,0.350176,0.010356214,1.9947968,11.773226,0.00414278208486385,-2.961963220895351
0.5928732,1.3236895,0.773695,0.00017367388,0.99892837,1.0,1.0979116,0.62962705,0.6657088,0.35018277,0.010420468,1.9948747,11.772494,0.004168488607576015,-2.9618396191970957
-0.6901942,0.43589813,-0.5263145,0.00018817102,0.99886864,1.0,1.0979443,0.6297609,0.665717,0.350196,0.010706759,1.9951901,11.771075,0.004283030974535085,-2.9616001384154833
0.57211924,1.1421375,1.8504344,0.00019378657,0.99884593,1.0,1.0979671,0.6298109,0.6657265,0.35021114,0.010813758,1.9953269,11.76944,0.0043258398459267156,-2.9613240205392426
-0.68113154,0.9907853,2.8559198,0.0002094421,0.99878365,1.0,1.0980582,0.62994546,0.6657697,0.35028076,0.011101688,1.9957484,11.761985,0.004441040248533978,-2.9600649552020943
-0.6081205,1.6051633,-4.3550973,0.00021601579,0.99875796,1.0,1.0980883,0.62999994,0.6657828,0.35030207,0.011218376,1.9959059,11.759714,0.004487727046658452,-2.9596813583484636
-1.343274,0.73186505,0.5816876,0.00022482478,0.9987239,1.0,1.0981162,0.6300713,0.6657932,0.3503188,0.011371143,1.9960915,11.7579365,0.004548849251401421,-2.9593810243222975
-1.1045173,-0.3307836,1.4081954,0.00036152767,0.9982393,1.0,1.0984474,0.6309961,0.6658999,0.350493,0.013357087,1.998409,11.739587,0.005343470054706145,-2.956279191286284
1.8004289,1.7389351,-0.37118602,0.00039130833,0.9981421,1.0,1.0985016,0.63116497,0.6659139,0.35051608,0.013720815,1.9988147,11.737182,0.005489014944844661,-2.9558724554000886
0.90121335,2.2779617,0.81306696,0.00040326468,0.99810374,1.0,1.0985683,0.6312304,0.66594684,0.3505705,0.013861746,1.9990542,11.731531,0.0055454084069045395,-2.9549164466404676
-0.6099334,1.1192158,0.39090264,0.00041870135,0.99805474,1.0,1.0985935,0.63131297,0.6659525,0.35057986,0.014039712,1.9992486,11.730561,0.005616622855252662,-2.9547523728846636
0.9234937,2.120601,4.393518,0.00042406018,0.9980379,1.0,1.0986475,0.63134116,0.66598207,0.35062897,0.014100488,1.999398,11.725492,0.005640943070109761,-2.9538942765765794
0.30147898,1.1681638,2.2244852,0.0004279005,0.99802583,1.0,1.0986664,0.63136125,0.6659911,0.35064408,0.014143734,1.9994684,11.723936,0.005658248375748132,-2.953630957367089
2.256919,1.2439033,1.6267397,0.0004331012,0.99800956,1.0,1.0987393,0.6313882,0.66603214,0.35071257,0.014201897,1.9996494,11.716924,0.005681522873160261,-2.9524436827589193
0.10341601,1.3948164,0.73862714,0.00047743478,0.99787325,1.0,1.098794,0.6316098,0.6660389,0.35072383,0.014680107,2.0001452,11.715771,0.005872886596339555,-2.952248406167003
-1.0497925,-0.46858245,0.95223856,0.0004915187,0.9978308,1.0,1.0989085,0.6316773,0.6661,0.3508267,0.014825919,2.0004737,11.705329,0.005931236633649584,-2.9504795159840254
-0.4404067,1.487232,-1.2287502,0.00049435225,0.9978223,1.0,1.0989503,0.63169074,0.6661237,0.3508667,0.014854923,2.0005734,11.701302,0.005942843723529823,-2.9497968250280593
-1.8029196,-0.2084868,1.9018126,0.00051543873,0.9977596,1.0,1.0989723,0.6317891,0.6661248,0.3508686,0.015067434,2.0007875,11.70111,0.006027885653297926,-2.9497643224171606
-0.49412706,0.5927894,2.2170148,0.0005414366,0.9976833,1.0,1.0990542,0.63190675,0.6661596,0.3509277,0.015321764,2.0011437,11.695184,0.006129665443813548,-2.9487597436370967
0.9253001,1.3459138,1.3909838,0.000562717,0.9976217,1.0,1.0991921,0.63200027,0.6662313,0.35105035,0.015524074,2.0015593,11.682989,0.006210627799669299,-2.9466911604258916
-0.07698791,0.93992734,1.336127,0.00056299526,0.9976209,1.0,1.0992161,0.63200146,0.6662457,0.35107502,0.015526688,2.001605,11.68055,0.006211673347160329,-2.9462772224914078
-1.2830513,-0.16485935,3.7275658,0.00057898345,0.9975751,1.0,1.0992697,0.6320702,0.6662693,0.35111567,0.015675375,2.001823,11.676547,0.0062711775402498615,-2.945597881622038
0.4101293,0.921603,0.53348607,0.00058982795,0.9975443,1.0,1.0993037,0.6321161,0.6662839,0.35114092,0.015774708,2.0019648,11.674071,0.00631093062201471,-2.94517767139363
-0.83486205,1.3618093,-0.38193798,0.0006654847,0.99733394,1.0,1.0993963,0.63242155,0.66629916,0.35116726,0.016436603,2.002663,11.67149,0.006575825318142603,-2.9447393880215467
-0.40062362,1.3548741,1.1755463,0.00075245986,0.99710107,1.0,1.099513,0.6327454,0.66632456,0.35121137,0.017139453,2.0034285,11.667186,0.006857123961003131,-2.944008471243258
-1.9381162,0.7944997,2.514412,0.0007552974,0.9970936,1.0,1.0995681,0.6327555,0.6663565,0.351267,0.017161472,2.003546,11.66178,0.0068659358014865335,-2.9430903161331603
-0.05115754,0.70982605,1.5376339,0.00076192035,0.9970763,1.0,1.099593,0.6327791,0.66636825,0.35128742,0.017212648,2.0036314,11.659801,0.006886419094144558,-2.942753829100597
-0.66746926,0.12703413,3.094273,0.00076540536,0.99706715,1.0,1.0996064,0.63279146,0.66637456,0.35129848,0.01723946,2.0036767,11.6587305,0.006897151039676919,-2.942572115715836
0.11293812,1.5223131,0.44832587,0.0007805364,0.9970277,1.0,1.099674,0.63284457,0.6664079,0.3513569,0.017354969,2.00389,11.653101,0.0069433812051811206,-2.9416154241434063
-0.076916486,1.1840328,-2.330755,0.0008224511,0.9969197,1.0,1.0997823,0.6329884,0.66645247,0.3514354,0.01766751,2.0043292,11.645579,0.007068474327924346,-2.94033660089776
0.06905416,1.0691113,-0.5853938,0.00090576115,0.99670994,1.0,1.0998749,0.6332602,0.6664677,0.3514623,0.018259225,2.0049515,11.64301,0.0073053142789304415,-2.939899751383307
1.2578741,1.4628469,2.154465,0.00093887374,0.9966283,1.0,1.0999227,0.63336366,0.66648084,0.35148552,0.01848457,2.0052097,11.640801,0.007395512578357466,-2.9395240439570194
-0.006740701,1.7703577,3.3119667,0.00095038273,0.9966001,1.0,1.0999899,0.63339907,0.6665162,0.35154814,0.018561682,2.005391,11.634865,0.007426378544613033,-2.938514069328389
-0.43646884,0.5046107,-0.49885678,0.0009714186,0.99654883,1.0,1.1000124,0.63346297,0.66651976,0.3515545,0.01870107,2.0055368,11.634261,0.007482172944195065,-2.938411329904479
-0.9704332,0.3824718,2.5150874,0.0009984531,0.99648345,1.0,1.1000459,0.6335438,0.66652745,0.35156813,0.01887736,2.0057306,11.632972,0.007552738238338463,-2.9381918559238027
-0.7528619,1.2528847,0.06789374,0.0010461389,0.9963695,1.0,1.100099,0.6336829,0.6665374,0.35158598,0.019180903,2.0060544,11.63129,0.007674243421234794,-2.9379057641887165
-0.04715833,1.0811685,1.0767822,0.0010598967,0.99633694,1.0,1.1001967,0.63372225,0.6665903,0.3516805,0.019266803,2.0062964,11.6224165,0.007708628708500198,-2.9363951465279934
-1.3040712,-0.8487188,1.7217544,0.0010684317,0.99631673,1.0,1.1002222,0.63374645,0.66660184,0.3517013,0.01931973,2.0063825,11.620471,0.007729815226446779,-2.936063835929071
-1.0243484,0.48281562,0.6635558,0.0010715442,0.9963094,1.0,1.1002371,0.63375527,0.6666094,0.35171497,0.019338962,2.006424,11.619198,0.007737514125903955,-2.935847023798614
-1.4972507,0.15576267,-3.727779,0.0010941426,0.99625635,1.0,1.100321,0.63381875,0.6666499,0.35178792,0.019477524,2.0066795,11.612413,0.007792981479275096,-2.9346913722480794
0.98626524,1.0979891,1.805196,0.0011102195,0.9962188,1.0,1.1003416,0.6338633,0.6666551,0.35179725,0.019574977,2.006789,11.61155,0.007831991799308824,-2.934544270696275
0.7554736,-0.19408923,5.1109095,0.0011883753,0.9960386,1.0,1.1004051,0.6340742,0.6666585,0.35180336,0.02003612,2.0072432,11.610983,0.008016593183077458,-2.934447597214504
0.9141331,1.793011,1.1742392,0.0013353607,0.9957092,1.0,1.1005702,0.6344471,0.6666945,0.35186863,0.020852722,2.0081341,11.604959,0.008343507513035697,-2.9334208993101285
-1.0190268,0.9677212,-0.69086576,0.0013986491,0.9955708,1.0,1.1006278,0.6345992,0.6667025,0.35188302,0.021186398,2.008477,11.60363,0.008477095671996837,-2.933194565127425
-0.15443407,0.593303,1.658359,0.0015586877,0.995229,1.0,1.1007631,0.6349645,0.66671795,0.3519112,0.021988701,2.0092866,11.601047,0.008798316695679542,-2.932754044535831
-0.0244749,1.178505,1.2346578,0.0016515381,0.99503565,1.0,1.1008422,0.63516515,0.6667282,0.35192984,0.022429958,2.009735,11.599338,0.008974993691919564,-2.9324627219418224
-0.65657955,0.32737213,1.5758725,0.0017633282,0.9948072,1.0,1.100938,0.6353969,0.66674185,0.35195455,0.022940448,2.010258,11.597072,0.009179399975576596,-2.932076331115874
-0.31943557,0.5610136,2.7053037,0.0018384282,0.99465615,1.0,1.1009951,0.6355471,0.66674703,0.35196412,0.023271753,2.0105855,11.596198,0.009312064405361697,-2.9319273753407193
-0.4815988,-0.35526162,1.1688124,0.0019493914,0.9944363,1.0,1.1011453,0.6357618,0.66679525,0.35205245,0.023745652,2.0111756,11.588158,0.009501833754282707,-2.9305557929351025
0.9818011,0.86447465,2.4735947,0.0019915502,0.99435383,1.0,1.1012039,0.63584125,0.66681474,0.3520882,0.023921136,2.0113986,11.584915,0.00957210692641186,-2.9300026136072415
0.026954737,0.0705868,0.5760481,0.002042555,0.9942547,1.0,1.1012373,0.6359359,0.6668157,0.35208994,0.024130268,2.0115967,11.584762,0.009655856183319322,-2.9299763759034443
0.29018983,0.63935876,0.9377019,0.0020585204,0.99422383,1.0,1.10126,0.63596517,0.6668233,0.35210404,0.024195036,2.0116804,11.583487,0.009681794357538132,-2.929758822543987
-1.12373,0.678473,2.5949466,0.0020859994,0.99417084,1.0,1.1013744,0.6360153,0.66688234,0.35221308,0.02430576,2.0119617,11.573677,0.009726135898530552,-2.928084126059324
-0.28397635,0.70627403,0.9448522,0.0021262313,0.99409366,1.0,1.1014454,0.63608783,0.66691035,0.3522651,0.024466189,2.0121958,11.569025,0.009790383527826019,-2.9272897816341716
-0.07731731,0.8816015,-0.3885492,0.0022362631,0.9938848,1.0,1.1015518,0.63628155,0.66693413,0.3523093,0.024895195,2.0126665,11.565086,0.009962194990384865,-2.9266168910671078
0.9454285,1.2337661,3.5685558,0.0022532993,0.99385273,1.0,1.1015903,0.636311,0.6669513,0.35234138,0.024960393,2.0127788,11.562241,0.009988307001937757,-2.9261306385665913
-0.25973198,1.2436398,2.8004096,0.0023173895,0.99373275,1.0,1.1016386,0.63642037,0.66695714,0.3523522,0.025202867,2.0130212,11.561276,0.010085418920659839,-2.9259658518275176
-1.2087353,1.0822175,0.20835042,0.0023630508,0.9936479,1.0,1.1016662,0.63649714,0.6669573,0.35235268,0.025372997,2.0131795,11.561239,0.010153558136771768,-2.9259594694761955
-1.1912546,-0.5487644,1.8572167,0.00238171,0.9936133,1.0,1.1017083,0.63652813,0.6669761,0.35238788,0.025441915,2.0133002,11.558124,0.010181159638351533,-2.92542709511412
-0.48841134,0.9751527,-2.395834,0.0024210708,0.9935407,1.0,1.1017376,0.6365932,0.6669797,0.35239452,0.025586152,2.013444,11.557536,0.010238930582277872,-2.9253267437376023
-1.6902912,0.64867413,-0.5654111,0.0024332146,0.9935184,1.0,1.1017486,0.63661313,0.666982,0.3523989,0.02563035,2.0134923,11.557148,0.010256632653342757,-2.9252603436868307
-1.1679983,1.371037,2.2800856,0.002466167,0.993458,1.0,1.1017805,0.6366668,0.66698956,0.35241294,0.025749566,2.0136247,11.555908,0.010304383287014773,-2.9250484813475977
-0.19758442,1.0952915,0.7621995,0.0025766322,0.99325716,1.0,1.1018525,0.63684344,0.6669941,0.35242146,0.026141906,2.014,11.555157,0.01046152987390836,-2.924919961834396
0.59542155,1.1372983,0.14785808,0.002614099,0.99318963,1.0,1.1019255,0.6369022,0.6670252,0.35248002,0.026272519,2.014214,11.550008,0.010513845789252185,-2.924039635600402
0.42558703,1.5028908,-0.27868903,0.0026268805,0.9931667,1.0,1.101944,0.6369221,0.6670319,0.3524926,0.026316797,2.0142748,11.5489025,0.010531582868411493,-2.9238505553897176
0.90862674,1.1788824,1.7781996,0.002895841,0.9926907,1.0,1.1021156,0.637327,0.66704327,0.3525139,0.027218167,2.0151343,11.547033,0.010892647899544805,-2.9235309184315765
-0.6583421,1.8870461,-3.000455,0.0029777815,0.99254835,1.0,1.1021696,0.6374454,0.6670482,0.3525233,0.027482029,2.01539,11.546215,0.010998350476763341,-2.9233910479849783
-0.42190006,0.16196716,0.8892939,0.003049117,0.9924254,1.0,1.1023017,0.63754666,0.66710424,0.35262936,0.027707972,2.0157645,11.536972,0.011088866048887813,-2.921809773130942
0.35465148,2.5637598,1.1118447,0.00307604,0.9923792,1.0,1.1023439,0.63758445,0.66712075,0.35266075,0.027792366,2.0158913,11.534248,0.011122675311617591,-2.9213436465300875
-0.24721512,0.17933095,0.58421475,0.0031066495,0.9923268,1.0,1.1023613,0.6376272,0.6671211,0.35266152,0.02788774,2.015979,11.5341835,0.01116088488411926,-2.9213324409925057
1.4459807,1.6532924,3.1352735,0.0031398118,0.99227023,1.0,1.1024294,0.63767314,0.6671512,0.35271892,0.027990393,2.016163,11.529223,0.01120201002694099,-2.9204834274288443
-1.0364244,0.33074933,2.3029823,0.0032065886,0.9921568,1.0,1.1026889,0.6377647,0.66728634,0.35297862,0.028195009,2.0167568,11.507036,0.01128398536849995,-2.9166824342046422
-0.8420968,0.4810902,-2.0887468,0.0032431758,0.992095,1.0,1.1027459,0.6378144,0.6673088,0.3530222,0.02830596,2.016925,11.503353,0.01132843752364543,-2.916050927264676
-1.1862643,0.26852024,-1.8081899,0.0032455162,0.99209106,1.0,1.1027582,0.63781756,0.66731536,0.35303494,0.028313031,2.0169513,11.502276,0.011331270110098823,-2.9158663410075656
-0.21191852,1.7163612,-1.4189231,0.0034717734,0.9917132,1.0,1.1028893,0.6381164,0.6673212,0.35304633,0.028981674,2.0175722,11.50132,0.011599166429583252,-2.915702329421507
0.21237834,1.3249892,0.839708,0.0037025267,0.9913353,1.0,1.1030297,0.6384081,0.6673326,0.35306838,0.029635461,2.0181932,11.499463,0.011861131510082279,-2.915383863510849
-0.8346678,0.33432692,0.37770575,0.0037481315,0.9912614,1.0,1.1030633,0.63846433,0.6673386,0.35308003,0.029761562,2.0183241,11.49848,0.011911661916871763,-2.9152152791216484
0.41529113,1.0909688,-2.025663,0.0038312478,0.99112743,1.0,1.1031581,0.6385656,0.6673699,0.35314098,0.029988892,2.0186217,11.493371,0.012002755762051232,-2.91433890613915
-1.8541533,-0.05493015,-0.7569778,0.003895031,0.99102527,1.0,1.1032274,0.6386423,0.6673919,0.353184,0.030161215,2.018842,11.489772,0.012071809613062867,-2.913721358322954
0.014163142,0.08877808,1.4763517,0.0041228724,0.990664,1.0,1.103361,0.6389097,0.6674025,0.35320467,0.030762454,2.0194082,11.48805,0.012312752405040706,-2.9134259553562893
0.14442699,1.5796725,0.37837464,0.0041567446,0.99061084,1.0,1.1034479,0.6389486,0.6674447,0.35328758,0.03085001,2.0196133,11.481159,0.012347841762353928,-2.912243066271481
0.73545283,1.3552746,1.6750236,0.004236247,0.99048644,1.0,1.1035134,0.6390391,0.6674601,0.35331774,0.031053744,2.01984,11.478665,0.012429492054438107,-2.911814814125317
0.5139539,0.9955488,2.6357198,0.0043070586,0.99037623,1.0,1.1035626,0.6391188,0.6674684,0.35333428,0.031233164,2.0200238,11.477299,0.012501399406620983,-2.9115800336057465
0.68352026,0.2918027,6.024767,0.0043904083,0.9902472,1.0,1.1036243,0.6392114,0.6674807,0.35335836,0.031441964,2.020245,11.475309,0.012585081256841768,-2.9112384431101788
1.0074779,2.350884,1.4585068,0.0044773365,0.9901134,1.0,1.1036681,0.6393068,0.66748106,0.35335922,0.031657044,2.0204358,11.47524,0.012671285788005693,-2.911226492421253
0.35484076,0.52996165,1.6124814,0.0045449096,0.99000984,1.0,1.103794,0.63938004,0.66753703,0.35347,0.031822406,2.0207503,11.466137,0.012737563683906106,-2.909662762572225
0.51484543,2.131114,0.76589066,0.004609903,0.9899107,1.0,1.1038275,0.6394499,0.66753805,0.3534719,0.031979978,2.0208914,11.465983,0.012800722784683471,-2.9096362340383903
-0.4348567,0.6611764,0.42682445,0.004745977,0.9897045,1.0,1.1040616,0.6395939,0.6676395,0.35367432,0.032305364,2.0214834,11.449525,0.012931147142586474,-2.90680671734175
-1.6313645,0.7100536,-2.2596977,0.0049906736,0.9893378,1.0,1.1041917,0.6398462,0.66764677,0.35368896,0.032875862,2.022003,11.448347,0.013159831290861401,-2.9066040589159803
3.1123698,2.5901294,3.9459767,0.00509136,0.98918843,1.0,1.1042528,0.6399476,0.66765463,0.35370463,0.033105437,2.0222263,11.447079,0.013251860983063968,-2.9063858915674508
1.005387,1.4499412,3.8000348,0.005092416,0.9891869,1.0,1.104289,0.63994867,0.6676763,0.3537482,0.03310783,2.022294,11.443575,0.013252820158828782,-2.9057830801621543
-1.0542638,0.6619983,1.8242128,0.005209937,0.9890137,1.0,1.1043695,0.6400653,0.66769123,0.35377824,0.033372134,2.0225685,11.441163,0.013358774916104932,-2.905367973197984
-0.40206283,0.8684212,1.7748569,0.0053151483,0.9888595,1.0,1.1044267,0.64016825,0.6676958,0.35378754,0.03360555,2.0227842,11.440416,0.013452352524400801,-2.905239470539769
-1.5946751,0.10146654,3.1869376,0.005315274,0.9888593,1.0,1.1044406,0.64016837,0.6677041,0.3538042,0.03360583,2.0228095,11.439078,0.013452463783127033,-2.9050092119235016
-1.2072762,1.1622572,-0.36845005,0.005698937,0.98830444,1.0,1.1046566,0.6405326,0.6677268,0.3538499,0.03443296,2.02359,11.435425,0.01378408447806756,-2.90438032343637
0.60395634,1.6701702,1.4374315,0.0058208224,0.98813045,1.0,1.1047131,0.64064497,0.66772705,0.35385033,0.0346883,2.0238097,11.435394,0.01388646553101669,-2.904374960677034
