y,loc,scale,df,x,x2
0.95029306,1,0.8608282,4.956121,0.259230288,-1.398613909
5.605172,2,1.8051468,8.945283,0.901112479,2.438295031
-1.1388509,1,2.3743968,3.9753668,0.665098059,0.987606584
0.7259003,1,3.1224866,3.0733123,0.543722044,0.270762398
5.344709,1,3.0807369,3.0285425,0.527453102,0.168945484
2.7233484,3,0.9442122,3.8264432,0.343086097,-0.909089263
3.5345469,3,0.88367605,3.9825275,0.32772502,-0.991225224
-0.58089924,1,2.484754,3.7825727,0.648163123,0.884631443
1.9980893,3,1.0277376,3.6621706,0.357397567,-0.813738703
0.85258627,1,0.82195383,4.450874,0.292838111,-1.204522205
-4.4799895,2,2.2213736,6.6362085,0.810483022,1.906884558
0.7624851,1,0.97979033,5.545659,0.227124125,-1.595512175
1.0898669,1,2.431939,3.8815002,0.65416483,0.938882393
0.8161017,2,2.1694117,5.3611383,0.749830965,1.536599649
-1.7188072,1,0.84349066,4.8798227,0.266119773,-1.371066269
-1.4825535,1,3.06606,3.1793451,0.56989606,0.423491724
-0.59389925,2,2.140183,7.647839,0.851601221,2.15588473
2.619532,2,1.1766388,10.905828,0.967258285,2.811730581
-0.034011126,1,1.1422665,6.086671,0.20004529,-1.756892339
0.38646072,1,2.5629,3.6731389,0.637860705,0.820450373
2.7653222,3,1.0813776,3.5848112,0.365003697,-0.76472957
2.3878305,1,1.4015157,6.8521214,0.166935445,-1.962682126
1.9710665,2,0.9692546,11.840818,0.993844763,2.973351378
0.08492857,1,1.4870033,7.155551,0.156783266,-2.0385168
0.16458356,1,2.6226006,3.5930486,0.63125642,0.770096427
2.772856,2,1.3108814,10.435752,0.952430832,2.726857445
2.2852623,2,1.1825595,10.88163,0.966579376,2.807423992
0.09185511,1,3.0144718,3.0117574,0.516795413,0.108431871
2.64575,1,2.0105324,9.16859,0.084052117,-2.483664506
9.48584,1,1.8908066,8.510918,0.106528935,-2.347534358
5.3758965,3,2.2185392,3.070173,0.456270599,-0.264901794
2.4179738,3,0.8818722,3.9900374,0.32723756,-0.995006207
2.905407,1,3.0335443,3.015064,0.519420254,0.12273593
0.40311283,1,3.1172142,3.111513,0.554978974,0.333935527
0.85352,1,3.110406,3.0547945,0.536853188,0.234082189
3.2401588,3,0.8448192,4.1678143,0.313373683,-1.080654616
3.0154595,2,2.1656199,5.1477823,0.738670248,1.465531477
-1.2806277,1,1.8605325,8.407924,0.110935017,-2.325494361
4.197833,1,3.0941372,3.0370898,0.530829434,0.192587441
1.1431837,1,1.4680187,7.0934076,0.158997351,-2.023217122
0.06789374,1,2.0060544,11.63129,0.007674243,-2.937905764
0.7621807,2,2.209791,6.0863976,0.786654796,1.756814597
-0.17867136,1,1.9110651,8.6445,0.103138117,-2.375815624
-1.3640351,1,2.3308868,4.0729604,0.672991513,1.035838003
3.7839234,3,1.1890476,3.4769368,0.378369371,-0.690606122
0.8293661,1,1.260263,6.4697924,0.1839856,-1.86273787
2.5859773,2,2.040575,8.180517,0.870370504,2.276074992
1.756469,1,1.6245179,7.503181,0.141194751,-2.122069966
2.8832502,2,2.169949,5.4011493,0.751614963,1.549564283
1.8703414,2,1.597711,9.541955,0.923035958,2.557724542
1.0918119,1,1.8601474,8.407554,0.110985561,-2.32541478
-0.7852206,1,2.7136247,3.498112,0.619851077,0.705770417
2.8173358,3,2.4310586,3.0347798,0.469556743,-0.186493383
0.20835042,1,2.0131795,11.561239,0.010153558,-2.925959469
3.7470207,2,2.1281984,7.7151637,0.854452488,2.171442718
1.6522796,2,1.4341711,10.092521,0.939516083,2.663178693
1.873373,1,1.9080075,8.623787,0.103661741,-2.371452449
4.2057133,2,1.060157,11.410628,0.981388305,2.900108268
3.0708115,2,2.1459653,7.6103263,0.850195752,2.147167051
2.7037916,2,2.2237055,6.55473,0.80827836,1.88539909
-0.91847324,1,2.8201067,3.3923476,0.60768503,0.626376625
3.1930933,1,2.748478,3.4634337,0.615696622,0.680759634
-1.8213105,2,1.4829352,9.907762,0.934619482,2.628262062
0.32426643,3,2.8254561,3.000028,0.49739725,-0.00527904
1.9710999,2,2.2219977,6.6034613,0.809392135,1.898278534
3.7357042,2,2.2011008,4.6005106,0.711680818,1.265112804
2.8354952,3,0.8616231,4.082699,0.321082814,-1.040528127
-1.8756127,2,2.198241,7.1674957,0.833378252,2.041444471
1.165087,2,1.8201487,8.909689,0.899391605,2.43098521
3.0372372,2,2.1667736,5.129491,0.738157252,1.45927757
1.5599562,3,1.0246828,3.6640422,0.356826911,-0.814887914
3.2773626,3,1.02571,3.6633058,0.357015812,-0.814435791
6.04829,1,2.9843867,3.2530088,0.585406238,0.502999859
2.2890277,2,1.1126842,11.174896,0.974816669,2.859177499
-0.9194058,1,2.9108138,3.3176782,0.595380449,0.563629443
3.3741384,3,0.83003366,4.2915893,0.303979015,-1.136480997
7.769183,1,2.5617378,3.6740162,0.638080466,0.820984907
1.4965234,2,2.1030254,7.8859267,0.859321161,2.210413275
0.027169704,1,1.5148019,7.2030835,0.153730352,-2.050142374
0.9156188,1,1.5140852,7.20303,0.153804128,-2.050129252
-0.6762719,1,2.0738556,10.5859995,0.038344412,-2.754269325
-2.3020523,1,2.8474042,3.3661375,0.604659581,0.605092989
1.5866582,1,0.9826884,5.5582275,0.226533075,-1.599445993
-0.777997,1,2.8897922,3.0009344,0.503125901,0.030568092
2.186766,2,1.0670611,11.368658,0.980516219,2.892863251
3.0478282,1,3.0755215,3.1687505,0.568544828,0.410792698
2.1274571,1,0.8260874,4.3538465,0.298170379,-1.163549132
1.3935941,2,1.1320845,11.098668,0.97246743,2.845815971
0.17776549,1,2.4565997,3.8321693,0.651499482,0.912233149
5.5446343,3,0.86453974,4.06705,0.32198236,-1.032981006
1.5334637,2,2.1847997,4.7520766,0.719509612,1.323660246
3.0725229,3,0.8282442,4.3140006,0.302144256,-1.146298726
1.5902064,1,1.9691025,8.942568,0.092856497,-2.437738244
3.76716,3,1.6983273,3.2063162,0.422526518,-0.454220392
2.2403688,2,1.9454939,8.550027,0.884019594,2.355849581
1.9215007,1,1.6167303,7.4777265,0.142108021,-2.116063946
2.649851,3,0.82841825,4.311751,0.302255367,-1.145316994
2.8189592,3,1.2065539,3.4628675,0.380338615,-0.68034364
0.41562486,1,2.8808613,3.3425329,0.599481138,0.585263143
5.191107,3,2.6494544,3.0110254,0.484134371,-0.105001936
-3.6249456,1,2.3850944,3.9522884,0.663484001,0.975852694
2.215621,1,1.2696875,6.4990563,0.182783372,-1.87057651
3.3236983,1,0.8254069,4.6023517,0.281654085,-1.265840245
4.2393394,2,1.8809178,8.720353,0.892322857,2.391726027
1.2337596,1,0.97145545,5.516824,0.228788289,-1.586449993
1.3315809,1,0.82683766,4.3402395,0.29905127,-1.157687086
0.8467479,1,0.83923614,4.848175,0.268306402,-1.359476052
2.414322,1,2.0271454,11.3958,0.015118591,-2.897550586
2.716216,1,2.0485342,9.377839,0.073884086,-2.525438398
1.807333,3,1.7461896,3.189861,0.425867694,-0.435730505
-3.2357326,1,1.9841079,9.027493,0.089831867,-2.455095178
1.7444161,1,1.0808132,5.954198,0.208922285,-1.718778086
0.8026296,1,0.9973354,5.6229577,0.223606259,-1.619554785
1.4366672,1,1.010456,5.660356,0.221232889,-1.631059821
3.7162368,1,2.90722,3.3221872,0.595566895,0.567615338
2.7367957,3,1.0781914,3.588873,0.364573228,-0.76738048
2.2454576,1,2.6887856,3.5232887,0.622878581,0.723386913
1.4583665,1,1.6470714,7.5773716,0.138536976,-2.139479238
1.5690348,2,2.1909394,5.6940756,0.768568915,1.641363872
-2.1049185,1,2.038377,11.254019,0.019484875,-2.872980812
2.4906106,3,1.1224364,3.5401282,0.3704386,-0.734934141
0.73621917,1,2.400274,3.9281998,0.66031044,0.963431274
1.2857714,2,1.7790651,9.038449,0.903945565,2.457325661
1.5445334,1,1.2002671,6.270046,0.19193763,-1.80832697
1.0864757,2,2.222279,6.668235,0.812650659,1.915263668
2.3175554,1,2.9451528,3.2862475,0.591174698,0.535020974
5.356403,2,2.213643,6.9416337,0.823799515,1.985354848
0.2867685,1,1.3814934,6.7758436,0.169378092,-1.943153035
-0.37882173,1,2.9931626,3.2454512,0.584049683,0.495430372
3.1874154,3,0.9912666,3.7252822,0.351595341,-0.851635017
-0.93680394,1,1.7980481,8.114954,0.119776601,-2.261626404
3.349267,3,2.615039,3.0150666,0.481802592,-0.122746501
2.5089643,2,1.3975514,10.1777935,0.943329617,2.679140526
-4.0755177,2,1.8814797,8.717361,0.892260555,2.39110053
2.8812294,1,2.549628,3.6936922,0.639192366,0.832881861
4.5351377,3,2.2579777,3.063101,0.458729842,-0.25119939
1.1386063,2,2.2193866,6.7875056,0.817202909,1.946151523
-1.5993984,1,2.0711055,10.672012,0.036462209,-2.769839814
3.9766145,3,0.85148084,4.131837,0.316860309,-1.063878169
-0.10139322,2,1.1313355,11.103525,0.972554596,2.84666915
-1.0465512,2,1.6312001,9.438399,0.919630932,2.5374002
-6.814062,1,2.5848718,3.6373572,0.636020081,0.79834655
0.46724033,3,1.838393,3.1612208,0.432124273,-0.401523044
0.25452566,1,1.480981,7.123234,0.157537412,-2.030574755
3.578898,3,0.88413286,3.9791777,0.327765524,-0.989534049
4.33127,3,0.95521116,3.8057709,0.345412727,-0.897647469
0.35929435,1,2.3667603,3.9915893,0.666379071,0.995785817
3.862901,1,1.642177,7.5547523,0.139141939,-2.134186527
1.5397142,2,2.170134,5.3637524,0.750181693,1.537449908
1.1147705,1,0.87744737,5.053753,0.253180445,-1.433092128
2.3913817,2,0.9462063,11.935786,0.997312063,2.989278599
0.8213334,1,3.0179408,3.2252584,0.57939976,0.474613972
3.1384504,2,2.1955936,4.6438627,0.713768317,1.282132039
0.97890186,2,2.2240994,6.37097,0.801340033,1.836020146
3.4514341,3,1.5287787,3.2713764,0.409856602,-0.520937871
1.4123571,1,1.3943847,6.834187,0.167762058,-1.958108063
0.9928949,2,1.1227577,11.150144,0.973570487,2.854845574
1.7500801,2,2.169887,5.3684893,0.750290434,1.538989667
3.0828576,1,1.6026863,7.4197974,0.143800479,-2.102331372
3.4946136,1,2.8237364,3.387113,0.607555114,0.622184134
3.6395524,3,1.1358187,3.5335064,0.372338218,-0.730415286
2.155732,1,1.9864007,9.031372,0.08940419,-2.4558852
2.0765939,1,2.0244386,9.238507,0.080695097,-2.497700328
1.4305284,1,2.0271173,9.247085,0.080046654,-2.499416796
1.418023,1,1.6374815,7.552789,0.1396408,-2.133726605
1.3420086,2,1.2212005,10.727723,0.96222054,2.779878314
1.3591964,2,1.8592918,8.791191,0.894877791,2.40648938
2.3543072,2,2.1749203,5.4564652,0.755365467,1.567311423
1.6185791,1,1.3112727,6.6153016,0.177634685,-1.90139463
2.459753,1,1.6431963,7.569785,0.138973839,-2.13770557
-0.865108,1,2.0321805,11.341601,0.017104528,-2.888183066
-0.047467947,1,3.099239,3.1410248,0.562926828,0.375532796
2.3365574,2,2.2045388,5.975123,0.781541059,1.724854515
1.4332285,2,1.7711657,9.056001,0.904828903,2.460894267
1.9172008,1,1.218687,6.324422,0.189485571,-1.823299772
2.0140748,2,2.1040132,7.8821406,0.859107523,2.209556612
4.2347746,2,2.1642447,5.194285,0.740511207,1.481311953
0.93365496,1,1.037909,5.828944,0.215844252,-1.681946557
-1.6676364,1,2.8976305,3.330196,0.596888946,0.574626706
2.4143596,2,2.1942096,5.851293,0.774504767,1.68857723
0.2010808,1,3.0739508,3.170554,0.568708636,0.412981784
3.2306457,3,0.9822871,3.7380028,0.349900875,-0.859070941
2.3054533,1,1.1929638,6.2317314,0.193012356,-1.797701674
3.3688955,1,3.0791116,3.0275815,0.527075507,0.166076402
0.14861178,2,2.1901774,5.6567764,0.767121663,1.629962162
0.21390176,3,1.6617881,3.2196515,0.419923171,-0.468669842
1.3975319,2,1.2952977,10.499488,0.954074926,2.738519312
1.9091234,2,2.1629663,5.236444,0.742078132,1.495474443
-0.08115554,3,2.7109742,3.006261,0.488549954,-0.079126796
1.1519411,2,1.1445019,11.030393,0.971014657,2.833794791
0.21440148,1,2.047714,11.15438,0.023873536,-2.855587547
0.1887272,1,3.082573,3.0292428,0.527827597,0.171005396
1.5115379,2,2.1714463,4.9663134,0.730357552,1.402252929
0.25201416,1,0.9466215,5.420564,0.234088939,-1.555816197
2.2350662,1,1.451117,7.041472,0.160960898,-2.010341286
1.2649703,1,0.9097106,5.251108,0.243158802,-1.500369417
1.6223944,1,0.828359,4.674837,0.277471054,-1.294155024
4.4782495,3,1.5820742,3.2474658,0.413923214,-0.497459312
0.77880216,1,2.0467553,11.160859,0.023338584,-2.856721798
2.9399807,1,1.720473,7.811949,0.129750274,-2.193615506
1.397093,2,2.171349,5.4341087,0.753356989,1.560162971
2.418446,2,2.1728332,4.9401407,0.729185369,1.392889292
0.6126424,2,2.2189195,6.266069,0.795592803,1.807226802
-3.598703,1,2.5072982,3.7466872,0.645381792,0.864110613
-0.10809636,2,2.218047,6.813527,0.817644033,1.952825431
0.14609909,1,0.8401284,4.860435,0.26771345,-1.363977675
0.49724984,1,0.8297628,4.6991634,0.276034272,-1.303519689
1.6169635,1,2.0468361,11.159165,0.023368438,-2.856425352
-0.2403543,2,1.0205675,11.523798,0.986711774,2.919554481
3.2003026,2,0.9601765,11.879615,0.995192135,2.979868304
2.130623,2,2.0237863,8.256623,0.872953026,2.292732732
1.2024195,1,0.8325499,4.7148895,0.274311898,-1.30953794
2.1567252,2,2.1929383,4.6690354,0.715224572,1.291911558
1.9164376,2,2.207193,6.053281,0.784773593,1.747363919
0.6654912,1,1.9929231,11.7883625,0.003511122,-2.964517235
3.256248,2,2.2072823,6.023226,0.783895883,1.738742591
3.3897362,2,2.1933913,4.6691236,0.715584535,1.291945761
0.23383588,1,2.051857,9.430628,0.072545533,-2.535868292
1.7010981,2,1.1257886,11.127678,0.973218878,2.850908327
1.6039954,3,2.6262612,3.0137858,0.482562438,-0.117413099
-0.11549878,1,1.3999571,6.849421,0.167110566,-1.96199412
2.9298844,3,1.7602462,3.1856725,0.426852031,-0.430897277
1.3126129,1,1.6456759,7.5728736,0.138701563,-2.138427791
1.2476884,1,1.055229,5.8784113,0.212994866,-1.696588199
1.0623912,1,2.4836547,3.7840023,0.648343067,0.885439023
3.0168226,3,1.0472296,3.6374223,0.360452043,-0.7983874
1.7944632,2,2.1824007,4.7923155,0.722107467,1.338773942
0.65131205,1,3.0739193,3.0257957,0.526074404,0.160610113
-0.25911093,2,2.2142406,4.5100737,0.707296417,1.228850495
3.1674795,2,2.2229192,4.454009,0.70334046,1.205822949
-0.98965216,2,1.608096,9.511133,0.921978969,2.551692227
2.1103652,1,1.4924182,7.1578937,0.156216697,-2.03909134
2.9990923,2,2.2254503,6.4439716,0.804705168,1.855794114
4.3085146,1,3.1226811,3.0716243,0.54334505,0.267626969
-0.001138449,1,1.8889116,8.504073,0.106813396,-2.346076029
-1.1441631,2,1.2728751,10.567456,0.956503981,2.750900939
0.7624587,2,2.1647604,5.209793,0.741468185,1.486537322
1.0076052,2,2.1979353,4.623982,0.712703774,1.274355517
-0.24338293,1,2.7674663,3.4455361,0.613370473,0.66748493
3.8906624,3,0.98572034,3.7289813,0.350404156,-0.853803932
2.4582312,1,1.519154,7.213751,0.153239523,-2.052742257
2.391975,2,2.1769605,5.494242,0.757409601,1.579316945
1.6576859,2,2.106659,7.855705,0.858726609,2.203566428
-0.26235986,1,2.4675348,3.8133593,0.650092875,0.901864375
3.7389083,3,1.8042028,3.1733575,0.429904277,-0.416362147
1.5119452,2,2.1867332,7.2790213,0.838551312,2.068579526
2.0133004,1,1.7375696,7.854704,0.12770258,-2.203339242
0.890546,1,1.0243605,5.769289,0.218287777,-1.664118023
1.2491446,1,2.9339454,3.295925,0.59268883,0.543989893
3.6283693,2,2.2185614,6.26439,0.795397772,1.806762358
1.3845615,2,2.2246838,4.443445,0.702499286,1.201434692
1.9399467,2,2.2217722,6.614017,0.809724527,1.901056762
0.653526,1,2.2412174,4.3588314,0.696191857,1.165689149
-2.2539477,1,1.2386372,6.3661895,0.186963527,-1.834717878
0.6641646,1,0.8263711,4.651087,0.279286745,-1.284946222
0.20675409,1,1.2275119,6.3496566,0.188329877,-1.830206658
1.3467541,2,1.3102419,10.43926,0.952496543,2.72750061
4.555635,2,1.7766987,9.051919,0.904183447,2.460064797
1.0752894,1,0.82079065,4.563405,0.286442361,-1.250361974
0.91097856,2,1.0855811,11.320155,0.978126501,2.884467974
1.4183967,2,2.2210908,6.6404786,0.810499177,1.908003886
2.575287,2,2.084745,7.9857926,0.862743785,2.232888832
4.3407507,3,0.9755096,3.7562435,0.348892924,-0.869622632
3.4957001,3,1.1121505,3.5519183,0.369157064,-0.742912019
1.3097979,1,1.1105105,6.017797,0.20454286,-1.737180755
3.5759835,2,2.2048376,4.5741963,0.710560672,1.254669772
-0.29820013,1,1.9888328,11.858372,0.002390212,-2.976301696
1.7325876,1,3.0694659,3.1756356,0.569280881,0.419088885
3.056898,3,2.0240772,3.1144378,0.444247115,-0.33828676
0.5383698,1,2.653509,3.563637,0.626829126,0.750757566
1.2525141,3,2.1678429,3.0828505,0.453251855,-0.287837748
9.185072,2,2.168499,5.3899117,0.750683883,1.54593393
0.84630233,1,2.7914622,3.4172325,0.611330667,0.645935457
1.0751098,2,2.2052624,7.0778165,0.830085174,2.019360438
2.892423,3,1.0412313,3.6505675,0.35972545,-0.8065777
1.1686634,1,2.743127,3.4691815,0.616264331,0.684968271
1.0257534,1,0.8419574,4.866135,0.26694029,-1.366065554
3.5136278,3,2.180648,3.079042,0.453989814,-0.28114414
3.3119667,1,2.005391,11.634865,0.007426379,-2.938514069
2.0607967,1,1.6696575,7.6677785,0.135789747,-2.1605042
3.350107,2,1.3791978,10.230313,0.945236635,2.688924233
0.36583543,1,1.5953131,7.4042587,0.144626111,-2.098632598
1.6071413,3,1.0758309,3.589995,0.36418745,-0.768111218
3.9299192,1,1.2034639,6.2879963,0.191463927,-1.813283235
5.208491,3,2.818713,3.0000796,0.496830226,-0.008919422
-0.108926415,1,2.4791472,3.7896798,0.649110279,0.888639341
4.00982,3,0.86101425,4.086317,0.320911906,-1.042265268
0.20767146,1,2.4479065,3.8484206,0.652523531,0.92109751
-0.45935595,1,2.2596927,4.283065,0.689952547,1.132724614
1.3335891,1,2.2798667,4.2121496,0.684829739,1.100976655
1.9014227,1,0.8296988,4.6902947,0.276336653,-1.300113307
3.8639355,3,1.1142288,3.5456903,0.369291174,-0.738708612
2.0185447,2,2.0511649,8.141165,0.868598509,2.267413574
2.5635414,1,1.8183776,8.250252,0.116805361,-2.291342891
2.411815,2,1.1888586,10.838641,0.965886312,2.79975727
1.2012789,1,0.9059921,5.229949,0.244201753,-1.493301376
4.686178,1,2.9561725,3.2796948,0.58890412,0.528861843
0.18642282,1,3.1249156,3.086503,0.548247746,0.294114167
3.1813984,3,0.93530786,3.8521378,0.341433963,-0.923113051
2.0443506,1,3.0886645,3.1539266,0.565436029,0.392334769
2.403875,1,1.8302815,8.296113,0.115175134,-2.30132859
-0.49601793,1,2.3336527,4.065806,0.672526875,1.032378776
6.134174,2,2.0423853,8.177485,0.870043303,2.275408869
1.5168488,1,2.0751095,9.958793,0.058435328,-2.637952311
-2.2596977,1,2.022003,11.448347,0.013159831,-2.906604059
2.660616,2,1.800216,8.976746,0.901603568,2.444738378
1.6881328,1,1.5136734,7.202869,0.153847061,-2.050089981
3.4068136,3,2.440136,3.033636,0.47014256,-0.183401366
6.5464935,3,2.6246548,3.014082,0.482460785,-0.118666952
2.7275963,3,2.4708512,3.0281918,0.472038655,-0.167904505
3.7842178,1,3.11569,3.0565655,0.538294803,0.237835028
-1.1532414,1,0.9873626,5.5852175,0.225534884,-1.607861088
-1.9111776,1,3.1212738,3.0636096,0.541069714,0.252209632
1.1439297,1,0.8272401,4.3348165,0.299161997,-1.155342597
-0.44368482,2,2.0896347,7.9638634,0.861807661,2.227972887
1.1720405,1,2.6962378,3.5150676,0.622043354,0.717682028
0.86481476,2,2.174836,5.4581876,0.755402289,1.567860858
8.241191,1,2.3179996,4.1074343,0.675195252,1.052347109
3.324909,1,1.0064176,5.6502976,0.221944768,-1.627973439
4.06796,3,2.3449802,3.045896,0.464028603,-0.214233491
3.580921,1,3.0679107,3.1773336,0.5695634,0.42110985
2.5287528,1,3.1238167,3.0828986,0.546757493,0.287921203
2.8439167,2,1.4885842,9.870066,0.934088706,2.621081069
-0.118153095,3,1.4661609,3.298024,0.404735075,-0.545915671
1.9965072,2,1.1639851,10.965608,0.968709141,2.822340833
4.6039453,3,2.739475,3.0038602,0.490628417,-0.062131596
-0.033787727,1,2.324561,4.0895376,0.674082914,1.043809174
0.47904015,2,1.3746473,10.254524,0.945691241,2.693422458
0.7316364,1,3.0723507,3.0247855,0.525711541,0.157434189
1.9998119,1,2.0712636,9.85729,0.061670427,-2.618642868
1.4865842,1,2.909269,3.3196063,0.59546203,0.565337434
1.551651,1,1.0532461,5.866204,0.213360135,-1.692986614
-0.87894833,1,3.0327222,3.2112653,0.577028734,0.45963607
0.27281427,1,1.2074052,6.303394,0.19091772,-1.817524151
3.366946,1,3.0861661,3.1568692,0.565749691,0.396067185
0.068066835,2,2.194483,4.6551495,0.714506251,1.286526086
4.290911,1,3.0565248,3.1896048,0.571521295,0.435436391
-0.019996881,1,2.7533095,3.4598596,0.614965129,0.678129455
0.32654142,2,2.1658869,5.338588,0.74768832,1.52924439
3.0637755,2,2.166529,5.351869,0.748465746,1.533580477
1.1082084,1,0.92304665,5.3535256,0.239293246,-1.5341204
2.2489095,1,2.0768273,10.483243,0.042077583,-2.735551699
0.7183069,1,0.82511526,4.624293,0.280959367,-1.274477441
2.473923,2,1.5535586,9.676683,0.927506881,2.583927944
2.1215832,2,1.7098782,9.243171,0.911372321,2.498633797
4.9739347,1,2.0752208,9.9628315,0.058315963,-2.638717804
0.44156337,1,2.2461452,4.3370814,0.694314886,1.156322308
3.1183715,2,2.1694915,5.010411,0.732375605,1.417889547
7.741169,1,3.1043725,3.0401974,0.533070204,0.200492991
1.7272031,3,0.9164423,3.8932803,0.33694485,-0.945135103
3.7965994,2,1.1473204,11.014961,0.970687314,2.831070699
5.579664,1,1.7434359,7.878136,0.126958031,-2.208650339
1.2697232,1,1.0174532,5.7063446,0.219800861,-1.645097128
0.8670821,3,0.9785582,3.7506971,0.349450177,-0.866427774
1.2730545,1,0.82129395,4.4967647,0.289979204,-1.223423269
1.7796112,1,1.4682759,7.0960774,0.158959644,-2.023876837
2.5838165,3,0.97184837,3.7632554,0.348224404,-0.873644921
